#U1	H	C	F	X	E	A	L	M	B	G	D
83.8	49.99	2.22	12.66	11.31	43.87	41.35	49.99	49.99	49.99	5.89	49.99
83.83	49.99	2.22	12.68	11.35	43.94	41.44	49.99	49.99	49.99	5.91	49.99
83.85	49.99	2.26	12.73	11.4	44.07	41.47	49.99	49.99	49.99	5.9	49.99
83.88	49.99	2.25	12.73	11.38	44.18	41.59	49.99	49.99	49.99	5.9	49.99
83.9	49.99	2.22	12.73	11.39	44.23	41.68	49.99	49.99	49.99	5.93	49.99
83.93	49.99	2.26	12.79	11.46	44.33	41.73	49.99	49.99	49.99	5.92	49.99
83.95	49.99	2.27	12.81	11.45	44.45	41.81	49.99	49.99	49.99	5.92	49.99
83.98	49.99	2.23	12.79	11.45	44.51	41.93	49.99	49.99	49.99	5.95	49.99
84	49.99	2.26	12.85	11.51	44.6	41.98	49.99	49.99	49.99	5.95	49.99
84.02	49.99	2.28	12.87	11.55	44.73	42.04	49.99	49.99	49.99	5.93	49.99
84.05	49.99	2.25	12.86	11.52	44.8	42.16	49.99	49.99	49.99	5.96	49.99
84.07	49.99	2.25	12.89	11.57	44.87	42.22	49.99	49.99	49.99	5.97	49.99
84.1	49.99	2.29	12.93	11.61	44.99	42.26	49.99	49.99	49.99	5.95	49.99
84.12	49.99	2.27	12.93	11.59	45.09	42.37	49.99	49.99	49.99	5.96	49.99
84.15	49.99	2.25	12.94	11.62	45.15	42.45	49.99	49.99	49.99	6	49.99
84.17	49.99	2.29	12.99	11.67	45.27	42.48	49.99	49.99	49.99	5.98	49.99
84.2	49.99	2.28	13	11.65	45.36	42.57	49.99	49.99	49.99	5.98	49.99
84.22	49.99	2.24	13	11.65	45.41	42.67	49.99	49.99	49.99	6.01	49.99
84.24	49.99	2.27	13.05	11.71	45.49	42.71	49.99	49.99	49.99	6	49.99
84.27	49.99	2.29	13.07	11.72	45.63	42.77	49.99	49.99	49.99	5.99	49.99
84.29	49.99	2.25	13.06	11.7	45.69	42.88	49.99	49.99	49.99	6.01	49.99
84.32	49.99	2.27	13.09	11.75	45.76	42.92	49.99	49.99	49.99	6.02	49.99
84.34	49.99	2.3	13.14	11.78	45.89	42.96	49.99	49.99	49.99	6	49.99
84.37	49.99	2.27	13.12	11.75	45.96	43.06	49.99	49.99	49.99	6.01	49.99
84.39	49.99	2.26	13.15	11.79	46.02	43.13	49.99	49.99	49.99	6.03	49.99
84.41	49.99	2.28	13.2	11.83	46.12	43.16	49.99	49.99	49.99	6.01	49.99
84.44	49.99	2.27	13.2	11.81	46.2	43.25	49.99	49.99	49.99	6.01	49.99
84.46	49.99	2.24	13.2	11.82	46.25	43.34	49.99	49.99	49.99	6.04	49.99
84.49	49.99	2.28	13.24	11.87	46.34	43.37	49.99	49.99	49.99	6.03	49.99
84.51	49.99	2.29	13.26	11.86	46.44	43.43	49.99	49.99	49.99	6.02	49.99
84.54	49.99	2.25	13.25	11.85	46.48	43.54	49.99	49.99	49.99	6.05	49.99
84.56	49.99	2.27	13.29	11.9	46.55	43.58	49.99	49.99	49.99	6.05	49.99
84.59	49.99	2.3	13.32	11.92	46.66	43.63	49.99	49.99	49.99	6.03	49.99
84.61	49.99	2.26	13.3	11.89	46.72	43.73	49.99	49.99	49.99	6.04	49.99
84.63	49.99	2.26	13.33	11.93	46.77	43.78	49.99	49.99	49.99	6.06	49.99
84.66	49.99	2.3	13.37	11.96	46.87	43.82	49.99	49.99	49.99	6.04	49.99
84.68	49.99	2.28	13.35	11.92	46.95	43.91	49.99	49.99	49.99	6.04	49.99
84.71	49.99	2.25	13.36	11.94	46.98	43.98	49.99	49.99	49.99	6.07	49.99
84.73	49.99	2.29	13.41	11.99	47.06	44	49.99	49.99	49.99	6.05	49.99
84.76	49.99	2.29	13.41	11.97	47.15	44.09	49.99	49.99	49.99	6.04	49.99
84.78	49.99	2.25	13.4	11.96	47.19	44.16	49.99	49.99	49.99	6.07	49.99
84.81	49.99	2.29	13.44	12.01	47.25	44.19	49.99	49.99	49.99	6.06	49.99
84.83	49.99	2.3	13.46	12.01	47.34	44.25	49.99	49.99	49.99	6.04	49.99
84.85	49.99	2.27	13.45	11.99	47.4	44.35	49.99	49.99	49.99	6.07	49.99
84.88	49.99	2.28	13.49	12.05	47.45	44.36	49.99	49.99	49.99	6.08	49.99
84.9	49.99	2.32	13.52	12.07	47.55	44.41	49.99	49.99	49.99	6.05	49.99
84.93	49.99	2.28	13.5	12.04	47.58	44.51	49.99	49.99	49.99	6.06	49.99
84.95	49.99	2.27	13.52	12.07	47.62	44.55	49.99	49.99	49.99	6.08	49.99
84.98	49.99	2.31	13.56	12.11	47.71	44.55	49.99	49.99	49.99	6.07	49.99
85	49.99	2.3	13.55	12.08	47.79	44.65	49.99	49.99	49.99	6.06	49.99
85.03	49.99	2.27	13.55	12.08	47.83	44.73	49.99	49.99	49.99	6.09	49.99
85.05	49.99	2.31	13.6	12.14	47.9	44.73	49.99	49.99	49.99	6.08	49.99
85.07	49.99	2.34	13.6	12.13	48	44.79	49.99	49.99	49.99	6.06	49.99
85.1	49.99	2.3	13.59	12.11	48.03	44.9	49.99	49.99	49.99	6.09	49.99
85.12	49.99	2.33	13.63	12.17	48.09	44.91	49.99	49.99	49.99	6.09	49.99
85.15	49.99	2.35	13.65	12.18	48.18	44.93	49.99	49.99	49.99	6.07	49.99
85.17	49.99	2.29	13.63	12.16	48.23	45.04	49.99	49.99	49.99	6.09	49.99
85.2	49.99	2.34	13.66	12.23	48.28	45.01	49.99	49.99	49.99	6.11	49.99
85.22	49.99	2.36	13.7	12.22	48.37	45.05	49.99	49.99	49.99	6.08	49.99
85.25	49.99	2.29	13.68	12.18	48.44	45.17	49.99	49.99	49.99	6.08	49.99
85.27	49.99	2.33	13.68	12.26	48.46	45.19	49.99	49.99	49.99	6.11	49.99
85.29	49.99	2.38	13.72	12.26	48.56	45.19	49.99	49.99	49.99	6.09	49.99
85.32	49.99	2.32	13.73	12.21	48.63	45.28	49.99	49.99	49.99	6.08	49.99
85.34	49.99	2.31	13.72	12.26	48.65	45.32	49.99	49.99	49.99	6.11	49.99
85.37	49.99	2.37	13.76	12.31	48.72	45.32	49.99	49.99	49.99	6.11	49.99
85.39	49.99	2.34	13.78	12.25	48.81	45.41	49.99	49.99	49.99	6.09	49.99
85.42	49.99	2.29	13.76	12.28	48.84	45.47	49.99	49.99	49.99	6.09	49.99
85.44	49.99	2.35	13.79	12.34	48.87	45.44	49.99	49.99	49.99	6.1	49.99
85.47	49.99	2.36	13.82	12.31	48.96	45.5	49.99	49.99	49.99	6.08	49.99
85.49	49.99	2.3	13.79	12.28	49.01	45.57	49.99	49.99	49.99	6.09	49.99
85.51	49.99	2.33	13.8	12.35	49.04	45.56	49.99	49.99	49.99	6.11	49.99
85.54	49.99	2.37	13.85	12.34	49.13	45.62	49.99	49.99	49.99	6.08	49.99
85.56	49.99	2.3	13.84	12.29	49.18	45.71	49.99	49.99	49.99	6.07	49.99
85.59	49.99	2.32	13.84	12.35	49.2	45.7	49.99	49.99	49.99	6.1	49.99
85.61	49.99	2.38	13.87	12.38	49.26	45.7	49.99	49.99	49.99	6.09	49.99
85.64	49.99	2.34	13.87	12.32	49.31	45.82	49.99	49.99	49.99	6.07	49.99
85.66	49.99	2.3	13.85	12.35	49.33	45.84	49.99	49.99	49.99	6.09	49.99
85.68	49.99	2.37	13.89	12.41	49.37	45.81	49.99	49.99	49.99	6.1	49.99
85.71	49.99	2.35	13.91	12.35	49.43	45.9	49.99	49.99	49.99	6.08	49.99
85.73	49.99	2.29	13.88	12.35	49.43	45.98	49.99	49.99	49.99	6.09	49.99
85.76	49.99	2.34	13.9	12.42	49.46	45.92	49.99	49.99	49.99	6.1	49.99
85.78	49.99	2.37	13.93	12.39	49.52	45.96	49.99	49.99	49.99	6.07	49.99
85.81	49.99	2.3	13.91	12.35	49.55	46.06	49.99	49.99	49.99	6.07	49.99
85.83	49.99	2.35	13.91	12.42	49.56	46.04	49.99	49.99	49.99	6.1	49.99
85.86	49.99	2.34	13.97	12.38	49.62	46.09	49.99	49.99	49.99	6.08	49.99
85.88	49.99	2.3	13.96	12.37	49.64	46.15	49.99	49.99	49.99	6.07	49.99
85.9	49.99	2.33	13.95	12.42	49.64	46.14	49.99	49.99	49.99	6.09	49.99
85.93	49.99	2.34	14	12.41	49.69	46.17	49.99	49.99	49.99	6.08	49.99
85.95	49.99	2.3	14	12.38	49.72	46.23	49.99	49.99	49.99	6.06	49.99
85.98	49.99	2.32	13.98	12.42	49.72	46.23	49.99	49.99	49.99	6.08	49.99
86	49.99	2.35	14.01	12.43	49.74	46.25	49.99	49.99	49.99	6.09	49.99
86.03	49.99	2.32	14.04	12.38	49.78	46.3	49.99	49.99	49.99	6.05	49.99
86.05	49.99	2.31	14.02	12.41	49.78	46.31	49.99	49.99	49.99	6.06	49.99
86.08	49.99	2.35	14.02	12.43	49.79	46.29	49.99	49.99	49.99	6.1	49.99
86.1	49.99	2.34	14.06	12.39	49.84	46.38	49.99	49.99	49.99	6.08	49.99
86.12	49.99	2.3	14.04	12.39	49.84	46.41	49.99	49.99	49.99	6.07	49.99
86.15	49.99	2.33	14.04	12.44	49.84	46.39	49.99	49.99	49.99	6.09	49.99
86.17	49.99	2.34	14.08	12.41	49.87	46.43	49.99	49.99	49.99	6.08	49.99
86.2	49.99	2.3	14.08	12.39	49.87	46.48	49.99	49.99	49.99	6.06	49.99
86.22	49.99	2.32	14.05	12.43	49.87	46.46	49.99	49.99	49.99	6.08	49.99
86.25	49.99	2.34	14.09	12.42	49.9	46.46	49.99	49.99	49.99	6.08	49.99
86.27	49.99	2.3	14.1	12.39	49.92	46.53	49.99	49.99	49.99	6.06	49.99
86.3	49.99	2.3	14.08	12.42	49.92	46.52	49.99	49.99	49.99	6.07	49.99
86.32	49.99	2.33	14.1	12.44	49.93	46.5	49.99	49.99	49.99	6.08	49.99
86.34	49.99	2.3	14.13	12.4	49.94	46.58	49.99	49.99	49.99	6.06	49.99
86.37	49.99	2.28	14.11	12.42	49.94	46.6	49.99	49.99	49.99	6.05	49.99
86.39	49.99	2.32	14.1	12.45	49.94	46.56	49.99	49.99	49.99	6.08	49.99
86.42	49.99	2.31	14.13	12.41	49.97	46.6	49.99	49.99	49.99	6.06	49.99
86.44	49.99	2.27	14.12	12.39	49.97	46.64	49.99	49.99	49.99	6.04	49.99
86.47	49.99	2.3	14.11	12.43	49.97	46.62	49.99	49.99	49.99	6.06	49.99
86.49	49.99	2.32	14.15	12.42	49.97	46.64	49.99	49.99	49.99	6.06	49.99
86.52	49.99	2.28	14.14	12.39	49.97	46.7	49.99	49.99	49.99	6.03	49.99
86.54	49.99	2.28	14.11	12.43	49.97	46.68	49.99	49.99	49.99	6.04	49.99
86.56	49.99	2.32	14.13	12.43	49.97	46.68	49.99	49.99	49.99	6.05	49.99
86.59	49.99	2.28	14.13	12.38	49.98	46.71	49.99	49.99	49.99	6.03	49.99
86.61	49.99	2.27	14.11	12.4	49.98	46.72	49.99	49.99	49.99	6.03	49.99
86.64	49.99	2.3	14.12	12.43	49.98	46.7	49.99	49.99	49.99	6.05	49.99
86.66	49.99	2.28	14.14	12.39	49.98	46.74	49.99	49.99	49.99	6.03	49.99
86.69	49.99	2.25	14.12	12.38	49.98	46.76	49.99	49.99	49.99	6.02	49.99
86.71	49.99	2.29	14.12	12.42	49.98	46.73	49.99	49.99	49.99	6.04	49.99
86.73	49.99	2.29	14.14	12.39	49.99	46.77	49.99	49.99	49.99	6.02	49.99
86.76	49.99	2.25	14.13	12.36	49.99	46.8	49.99	49.99	49.99	6	49.99
86.78	49.99	2.27	14.11	12.4	49.99	46.76	49.99	49.99	49.99	6.02	49.99
86.81	49.99	2.29	14.15	12.4	49.99	46.76	49.99	49.99	49.99	6.03	49.99
86.83	49.99	2.25	14.16	12.35	49.99	46.82	49.99	49.99	49.99	6	49.99
86.86	49.99	2.24	14.12	12.39	49.99	46.79	49.99	49.99	49.99	6	49.99
86.88	49.99	2.28	14.14	12.4	49.99	46.75	49.99	49.99	49.99	6.02	49.99
86.91	49.99	2.26	14.16	12.36	49.99	46.81	49.99	49.99	49.99	5.99	49.99
86.93	49.99	2.23	14.13	12.35	49.99	46.82	49.99	49.99	49.99	5.98	49.99
86.95	49.99	2.27	14.12	12.38	49.99	46.76	49.99	49.99	49.99	6	49.99
86.98	49.99	2.26	14.16	12.34	49.99	46.79	49.99	49.99	49.99	5.99	49.99
87	49.99	2.23	14.15	12.32	49.99	46.81	49.99	49.99	49.99	5.96	49.99
87.03	49.99	2.25	14.11	12.36	49.99	46.78	49.99	49.99	49.99	5.99	49.99
87.05	49.99	2.26	14.14	12.33	49.99	46.77	49.99	49.99	49.99	5.98	49.99
87.08	49.99	2.23	14.17	12.3	49.99	46.81	49.99	49.99	49.99	5.95	49.99
87.1	49.99	2.23	14.13	12.33	49.99	46.78	49.99	49.99	49.99	5.97	49.99
87.13	49.99	2.27	14.14	12.33	49.99	46.76	49.99	49.99	49.99	5.98	49.99
87.15	49.99	2.22	14.16	12.26	49.99	46.78	49.99	49.99	49.99	5.94	49.99
87.17	49.99	2.21	14.14	12.27	49.99	46.76	49.99	49.99	49.99	5.94	49.99
87.2	49.99	2.25	14.13	12.28	49.99	46.74	49.99	49.99	49.99	5.96	49.99
87.22	49.99	2.24	14.15	12.23	49.99	46.76	49.99	49.99	49.99	5.94	49.99
87.25	49.99	2.2	14.15	12.23	49.99	46.76	49.99	49.99	49.99	5.92	49.99
87.27	49.99	2.24	14.14	12.27	49.99	46.71	49.99	49.99	49.99	5.94	49.99
87.3	49.99	2.24	14.16	12.23	49.99	46.74	49.99	49.99	49.99	5.94	49.99
87.32	49.99	2.2	14.16	12.2	49.99	46.76	49.99	49.99	49.99	5.91	49.99
87.35	49.99	2.22	14.13	12.23	49.99	46.7	49.99	49.99	49.99	5.92	49.99
87.37	49.99	2.23	14.14	12.22	49.99	46.7	49.99	49.99	49.99	5.93	49.99
87.39	49.99	2.2	14.15	12.17	49.99	46.74	49.99	49.99	49.99	5.9	49.99
87.42	49.99	2.19	14.12	12.2	49.99	46.68	49.99	49.99	49.99	5.9	49.99
87.44	49.99	2.22	14.14	12.19	49.99	46.65	49.99	49.99	49.99	5.91	49.99
87.47	49.99	2.2	14.15	12.15	49.99	46.68	49.99	49.99	49.99	5.88	49.99
87.49	49.99	2.17	14.11	12.15	49.99	46.66	49.99	49.99	49.99	5.87	49.99
87.52	49.99	2.21	14.11	12.17	49.99	46.61	49.99	49.99	49.99	5.89	49.99
87.54	49.99	2.2	14.15	12.12	49.99	46.64	49.99	49.99	49.99	5.87	49.99
87.57	49.99	2.16	14.13	12.1	49.99	46.66	49.99	49.99	49.99	5.85	49.99
87.59	49.99	2.19	14.11	12.14	49.99	46.6	49.99	49.99	49.99	5.87	49.99
87.61	49.99	2.18	14.14	12.08	49.99	46.65	49.99	49.99	49.99	5.87	49.99
87.64	49.99	2.13	14.13	12.09	49.99	46.67	49.99	49.99	49.99	5.84	49.99
87.66	49.99	2.19	14.1	12.13	49.99	46.58	49.99	49.99	49.99	5.85	49.99
87.69	49.99	2.2	14.13	12.07	49.99	46.56	49.99	49.99	49.99	5.86	49.99
87.71	49.99	2.14	14.14	12.03	49.99	46.59	49.99	49.99	49.99	5.83	49.99
87.74	49.99	2.16	14.1	12.09	49.99	46.52	49.99	49.99	49.99	5.82	49.99
87.76	49.99	2.2	14.09	12.05	49.99	46.51	49.99	49.99	49.99	5.84	49.99
87.78	49.99	2.13	14.12	11.99	49.99	46.54	49.99	49.99	49.99	5.82	49.99
87.81	49.99	2.14	14.1	12.06	49.99	46.49	49.99	49.99	49.99	5.8	49.99
87.83	49.99	2.19	14.08	12.07	49.99	46.45	49.99	49.99	49.99	5.82	49.99
87.86	49.99	2.14	14.11	11.99	49.99	46.49	49.99	49.99	49.99	5.81	49.99
87.88	49.99	2.11	14.08	12	49.99	46.43	49.99	49.99	49.99	5.78	49.99
87.91	49.99	2.17	14.05	12.04	49.99	46.37	49.99	49.99	49.99	5.79	49.99
87.93	49.99	2.15	14.06	11.96	49.99	46.42	49.99	49.99	49.99	5.8	49.99
87.96	49.99	2.09	14.06	11.95	49.99	46.39	49.99	49.99	49.99	5.76	49.99
87.98	49.99	2.13	14.03	12	49.99	46.29	49.99	49.99	49.99	5.77	49.99
88	49.99	2.15	14.04	11.96	49.99	46.31	49.99	49.99	49.99	5.79	49.99
88.03	49.99	2.09	14.06	11.9	49.99	46.34	49.99	49.99	49.99	5.76	49.99
88.05	49.99	2.1	14.03	11.95	49.99	46.23	49.99	49.99	49.99	5.75	49.99
88.08	49.99	2.15	14.02	11.92	49.99	46.21	49.99	49.99	49.99	5.76	49.99
88.1	49.99	2.09	14.05	11.86	49.99	46.27	49.99	49.99	49.99	5.75	49.99
88.13	49.99	2.08	14.03	11.87	49.99	46.22	49.99	49.99	49.99	5.73	49.99
88.15	49.99	2.13	14.01	11.9	49.99	46.13	49.99	49.99	49.99	5.75	49.99
88.18	49.99	2.1	14.03	11.81	49.99	46.16	49.99	49.99	49.99	5.74	49.99
88.2	49.99	2.06	14.02	11.82	49.99	46.15	49.99	49.99	49.99	5.71	49.99
88.22	49.99	2.12	13.99	11.86	49.99	46.05	49.99	49.99	49.99	5.72	49.99
88.25	49.99	2.11	14.01	11.79	49.99	46.05	49.99	49.99	49.99	5.73	49.99
88.27	49.99	2.07	14.02	11.78	49.99	46.01	49.99	49.99	49.99	5.7	49.99
88.3	49.99	2.1	13.99	11.79	49.99	45.95	49.99	49.99	49.99	5.69	49.99
88.32	49.99	2.08	13.98	11.73	49.99	45.96	49.99	49.99	49.99	5.71	49.99
88.35	49.99	2.05	14.01	11.71	49.99	45.94	49.99	49.99	49.99	5.69	49.99
88.37	49.99	2.08	13.99	11.74	49.99	45.87	49.99	49.99	49.99	5.67	49.99
88.4	49.99	2.09	13.97	11.69	49.99	45.87	49.99	49.99	49.99	5.69	49.99
88.42	49.99	2.05	14	11.66	49.99	45.86	49.99	49.99	49.99	5.69	49.99
88.44	49.99	2.06	13.99	11.69	49.99	45.79	49.99	49.99	49.99	5.66	49.99
88.47	49.99	2.08	13.96	11.67	49.99	45.77	49.99	49.99	49.99	5.66	49.99
88.49	49.99	2.04	13.98	11.61	49.99	45.78	49.99	49.99	49.99	5.67	49.99
88.52	49.99	2.03	13.99	11.63	49.99	45.71	49.99	49.99	49.99	5.65	49.99
88.54	49.99	2.06	13.97	11.63	49.99	45.66	49.99	49.99	49.99	5.65	49.99
88.57	49.99	2.03	13.99	11.57	49.99	45.68	49.99	49.99	49.99	5.67	49.99
88.59	49.99	2.01	14.01	11.57	49.99	45.64	49.99	49.99	49.99	5.64	49.99
88.62	49.99	2.04	13.98	11.58	49.99	45.57	49.99	49.99	49.99	5.63	49.99
88.64	49.99	2.03	13.98	11.52	49.99	45.58	49.99	49.99	49.99	5.65	49.99
88.66	49.99	1.99	14	11.49	49.99	45.56	49.99	49.99	49.99	5.63	49.99
88.69	49.99	2.01	13.98	11.51	49.99	45.47	49.99	49.99	49.99	5.6	49.99
88.71	49.99	2.03	13.95	11.48	49.99	45.45	49.99	49.99	49.99	5.62	49.99
88.74	49.99	1.99	13.99	11.43	49.99	45.46	49.99	49.99	49.99	5.62	49.99
88.76	49.99	1.99	13.99	11.46	49.99	45.39	49.99	49.99	49.99	5.59	49.99
88.79	49.99	2.02	13.95	11.45	49.99	45.34	49.99	49.99	49.99	5.6	49.99
88.81	49.99	1.99	13.98	11.38	49.99	45.35	49.99	49.99	49.99	5.61	49.99
88.83	49.99	1.97	14	11.38	49.99	45.3	49.99	49.99	49.99	5.59	49.99
88.86	49.99	2	13.96	11.39	49.99	45.23	49.99	49.99	49.99	5.58	49.99
88.88	49.99	1.98	13.96	11.33	49.99	45.23	49.99	49.99	49.99	5.6	49.99
88.91	49.99	1.95	13.99	11.32	49.99	45.2	49.99	49.99	49.99	5.58	49.99
88.93	49.99	1.98	13.98	11.34	49.99	45.12	49.99	49.99	49.99	5.56	49.99
88.96	49.99	1.98	13.96	11.29	49.99	45.11	49.99	49.99	49.99	5.58	49.99
88.98	49.99	1.94	13.99	11.25	49.99	45.09	49.99	49.99	49.99	5.58	49.99
89.01	49.99	1.95	13.99	11.27	49.99	45.01	49.99	49.99	49.99	5.55	49.99
89.03	49.99	1.98	13.96	11.25	49.99	44.99	49.99	49.99	49.99	5.56	49.99
89.05	49.99	1.93	13.98	11.19	49.99	44.99	49.99	49.99	49.99	5.57	49.99
89.08	49.99	1.92	13.99	11.21	49.99	44.9	49.99	49.99	49.99	5.54	49.99
89.1	49.99	1.95	13.97	11.21	49.99	44.86	49.99	49.99	49.99	5.54	49.99
89.13	49.99	1.93	13.98	11.14	49.99	44.87	49.99	49.99	49.99	5.54	49.99
89.15	49.99	1.91	14	11.14	49.99	44.81	49.99	49.99	49.99	5.52	49.99
89.18	49.99	1.94	13.97	11.15	49.99	44.73	49.99	49.99	49.99	5.5	49.99
89.2	49.99	1.94	13.97	11.09	49.99	44.75	49.99	49.99	49.99	5.52	49.99
89.23	49.99	1.89	13.99	11.06	49.99	44.73	49.99	49.99	49.99	5.51	49.99
89.25	49.99	1.91	13.98	11.09	49.99	44.64	49.99	49.99	49.99	5.49	49.99
89.27	49.99	1.92	13.96	11.05	49.99	44.62	49.99	49.99	49.99	5.5	49.99
89.3	49.99	1.89	13.99	11	49.99	44.62	49.99	49.99	49.99	5.51	49.99
89.32	49.99	1.89	14	11.03	49.99	44.54	49.99	49.99	49.99	5.48	49.99
89.35	49.99	1.92	13.96	11	49.99	44.5	49.99	49.99	49.99	5.49	49.99
89.37	49.99	1.89	13.98	10.94	49.99	44.51	49.99	49.99	49.99	5.5	49.99
89.4	49.99	1.87	13.99	10.95	49.99	44.44	49.99	49.99	49.99	5.47	49.99
89.42	49.99	1.9	13.96	10.95	49.99	44.37	49.99	49.99	49.99	5.46	49.99
89.45	49.99	1.89	13.97	10.89	49.99	44.37	49.99	49.99	49.99	5.48	49.99
89.47	49.99	1.85	13.99	10.87	49.99	44.35	49.99	49.99	49.99	5.46	49.99
89.49	49.99	1.88	13.97	10.9	49.99	44.27	49.99	49.99	49.99	5.44	49.99
89.52	49.99	1.88	13.94	10.85	49.99	44.27	49.99	49.99	49.99	5.46	49.99
89.54	49.99	1.84	13.97	10.81	49.99	44.26	49.99	49.99	49.99	5.46	49.99
89.57	49.99	1.85	13.96	10.83	49.99	44.2	49.99	49.99	49.99	5.43	49.99
89.59	49.99	1.87	13.94	10.81	49.99	44.18	49.99	49.99	49.99	5.44	49.99
89.62	49.99	1.84	13.95	10.75	49.99	44.18	49.99	49.99	49.99	5.45	49.99
89.64	49.99	1.83	13.96	10.77	49.99	44.1	49.99	49.99	49.99	5.41	49.99
89.67	49.99	1.86	13.93	10.77	49.99	44.06	49.99	49.99	49.99	5.41	49.99
89.69	49.99	1.84	13.93	10.71	49.99	44.08	49.99	49.99	49.99	5.43	49.99
89.71	49.99	1.81	13.95	10.71	49.99	44.04	49.99	49.99	49.99	5.41	49.99
89.74	49.99	1.84	13.92	10.71	49.99	43.99	49.99	49.99	49.99	5.39	49.99
89.76	49.99	1.84	13.91	10.66	49.99	44	49.99	49.99	49.99	5.41	49.99
89.79	49.99	1.79	13.93	10.63	49.99	43.98	49.99	49.99	49.99	5.42	49.99
89.81	49.99	1.81	13.91	10.66	49.99	43.9	49.99	49.99	49.99	5.39	49.99
89.84	49.99	1.83	13.89	10.61	49.99	43.9	49.99	49.99	49.99	5.4	49.99
89.86	49.99	1.79	13.91	10.57	49.99	43.9	49.99	49.99	49.99	5.41	49.99
89.89	49.99	1.79	13.91	10.6	49.99	43.83	49.99	49.99	49.99	5.37	49.99
89.91	49.99	1.82	13.88	10.58	49.99	43.8	49.99	49.99	49.99	5.37	49.99
89.93	49.99	1.79	13.88	10.52	49.99	43.84	49.99	49.99	49.99	5.39	49.99
89.96	49.99	1.77	13.9	10.53	49.99	43.79	49.99	49.99	49.99	5.36	49.99
89.98	49.99	1.8	13.86	10.54	49.99	43.74	49.99	49.99	49.99	5.35	49.99
90.01	49.99	1.79	13.86	10.49	49.99	43.77	49.99	49.99	49.99	5.37	49.99
90.03	49.99	1.75	13.89	10.48	49.99	43.76	49.99	49.99	49.99	5.35	49.99
90.06	49.99	1.8	13.87	10.5	49.99	43.69	49.99	49.99	49.99	5.34	49.99
90.08	49.99	1.77	13.84	10.41	49.99	43.72	49.99	49.99	49.99	5.35	49.99
90.1	49.99	1.73	13.87	10.43	49.99	43.68	49.99	49.99	49.99	5.34	49.99
90.13	49.99	1.79	13.86	10.46	49.99	43.63	49.99	49.99	49.99	5.31	49.99
90.15	49.99	1.77	13.83	10.38	49.99	43.68	49.99	49.99	49.99	5.33	49.99
90.18	49.99	1.71	13.85	10.38	49.99	43.66	49.99	49.99	49.99	5.34	49.99
90.2	49.99	1.75	13.86	10.43	49.99	43.59	49.99	49.99	49.99	5.3	49.99
90.23	49.99	1.77	13.83	10.37	49.99	43.63	49.99	49.99	49.99	5.3	49.99
90.25	49.99	1.71	13.83	10.31	49.99	43.65	49.99	49.99	49.99	5.32	49.99
90.28	49.99	1.72	13.85	10.37	49.99	43.55	49.99	49.99	49.99	5.3	49.99
90.3	49.99	1.77	13.82	10.34	49.99	43.57	49.99	49.99	49.99	5.28	49.99
90.32	49.99	1.71	13.81	10.27	49.99	43.64	49.99	49.99	49.99	5.31	49.99
90.35	49.99	1.69	13.84	10.29	49.99	43.57	49.99	49.99	49.99	5.3	49.99
90.37	49.99	1.74	13.83	10.32	49.99	43.53	49.99	49.99	49.99	5.27	49.99
90.4	49.99	1.72	13.8	10.24	49.99	43.6	49.99	49.99	49.99	5.28	49.99
90.42	49.99	1.67	13.83	10.24	49.99	43.59	49.99	49.99	49.99	5.27	49.99
90.45	49.99	1.73	13.84	10.28	49.99	43.51	49.99	49.99	49.99	5.24	49.99
90.47	49.99	1.73	13.81	10.22	49.99	43.56	49.99	49.99	49.99	5.25	49.99
90.5	49.99	1.66	13.82	10.18	49.99	43.59	49.99	49.99	49.99	5.27	49.99
90.52	49.99	1.69	13.84	10.24	49.99	43.52	49.99	49.99	49.99	5.24	49.99
90.54	49.99	1.73	13.82	10.19	49.99	43.53	49.99	49.99	49.99	5.23	49.99
90.57	49.99	1.67	13.82	10.13	49.99	43.57	49.99	49.99	49.99	5.25	49.99
90.59	49.99	1.66	13.85	10.17	49.99	43.5	49.99	49.99	49.99	5.24	49.99
90.62	49.99	1.72	13.83	10.16	49.99	43.48	49.99	49.99	49.99	5.21	49.99
90.64	49.99	1.68	13.81	10.08	49.99	43.53	49.99	49.99	49.99	5.24	49.99
90.67	49.99	1.64	13.85	10.1	49.99	43.5	49.99	49.99	49.99	5.24	49.99
90.69	49.99	1.7	13.85	10.14	49.99	43.46	49.99	49.99	49.99	5.21	49.99
90.72	49.99	1.66	13.82	10.07	49.99	43.53	49.99	49.99	49.99	5.23	49.99
90.74	49.99	1.65	13.85	10.09	49.99	43.49	49.99	49.99	49.99	5.24	49.99
90.76	49.99	1.68	13.86	10.09	49.99	43.47	49.99	49.99	49.99	5.22	49.99
90.79	49.99	1.66	13.84	10.03	49.99	43.5	49.99	49.99	49.99	5.21	49.99
90.81	49.99	1.64	13.85	10.03	49.99	43.47	49.99	49.99	49.99	5.24	49.99
90.84	49.99	1.67	13.88	10.05	49.99	43.44	49.99	49.99	49.99	5.22	49.99
90.86	49.99	1.67	13.86	9.99	49.99	43.48	49.99	49.99	49.99	5.21	49.99
90.89	49.99	1.63	13.86	9.97	49.99	43.47	49.99	49.99	49.99	5.23	49.99
90.91	49.99	1.65	13.9	10	49.99	43.4	49.99	49.99	49.99	5.22	49.99
